RUN	studydatalake.AdvDevStudyDataLake	advdevstudydatalake	1600456199669	 	3.3.1
REQUEST	18		request_1	1600456202454	1600456203815	OK	 
USER	AdvDevStudyDataLake	18	END	1600456202453	1600456203816
USER	AdvDevStudyDataLake	42	START	1600456203864	1600456203864
USER	AdvDevStudyDataLake	43	START	1600456203923	1600456203923
USER	AdvDevStudyDataLake	44	START	1600456203975	1600456203975
USER	AdvDevStudyDataLake	45	START	1600456204033	1600456204033
REQUEST	22		request_1	1600456202695	1600456204068	OK	 
USER	AdvDevStudyDataLake	22	END	1600456202694	1600456204069
USER	AdvDevStudyDataLake	46	START	1600456204094	1600456204094
REQUEST	24		request_1	1600456202814	1600456204149	OK	 
USER	AdvDevStudyDataLake	24	END	1600456202813	1600456204150
USER	AdvDevStudyDataLake	47	START	1600456204154	1600456204154
USER	AdvDevStudyDataLake	48	START	1600456204215	1600456204215
USER	AdvDevStudyDataLake	49	START	1600456204273	1600456204273
USER	AdvDevStudyDataLake	50	START	1600456204333	1600456204333
USER	AdvDevStudyDataLake	51	START	1600456204384	1600456204384
REQUEST	26		request_1	1600456202941	1600456204388	OK	 
USER	AdvDevStudyDataLake	26	END	1600456202938	1600456204389
USER	AdvDevStudyDataLake	52	START	1600456204433	1600456204433
USER	AdvDevStudyDataLake	53	START	1600456204495	1600456204495
REQUEST	30		request_1	1600456203168	1600456204511	OK	 
USER	AdvDevStudyDataLake	30	END	1600456203164	1600456204513
USER	AdvDevStudyDataLake	54	START	1600456204544	1600456204544
USER	AdvDevStudyDataLake	55	START	1600456204594	1600456204594
REQUEST	38		request_1	1600456203624	1600456204610	OK	 
USER	AdvDevStudyDataLake	38	END	1600456203623	1600456204613
USER	AdvDevStudyDataLake	56	START	1600456204646	1600456204646
USER	AdvDevStudyDataLake	57	START	1600456204706	1600456204706
USER	AdvDevStudyDataLake	58	START	1600456204755	1600456204755
REQUEST	40		request_1	1600456203745	1600456204763	OK	 
USER	AdvDevStudyDataLake	40	END	1600456203744	1600456204765
USER	AdvDevStudyDataLake	59	START	1600456204805	1600456204805
REQUEST	44		request_1	1600456203976	1600456204834	OK	 
USER	AdvDevStudyDataLake	44	END	1600456203975	1600456204835
USER	AdvDevStudyDataLake	60	START	1600456204853	1600456204853
USER	AdvDevStudyDataLake	61	START	1600456204914	1600456204914
REQUEST	46		request_1	1600456204095	1600456204930	OK	 
USER	AdvDevStudyDataLake	46	END	1600456204094	1600456204932
USER	AdvDevStudyDataLake	62	START	1600456204965	1600456204965
REQUEST	47		request_1	1600456204155	1600456204976	OK	 
USER	AdvDevStudyDataLake	47	END	1600456204154	1600456204978
USER	AdvDevStudyDataLake	63	START	1600456205013	1600456205013
REQUEST	48		request_1	1600456204216	1600456205049	OK	 
USER	AdvDevStudyDataLake	48	END	1600456204215	1600456205050
USER	AdvDevStudyDataLake	64	START	1600456205063	1600456205063
USER	AdvDevStudyDataLake	65	START	1600456205124	1600456205124
REQUEST	49		request_1	1600456204274	1600456205129	OK	 
USER	AdvDevStudyDataLake	49	END	1600456204273	1600456205131
USER	AdvDevStudyDataLake	66	START	1600456205174	1600456205174
REQUEST	50		request_1	1600456204334	1600456205208	OK	 
USER	AdvDevStudyDataLake	50	END	1600456204333	1600456205210
USER	AdvDevStudyDataLake	67	START	1600456205224	1600456205224
USER	AdvDevStudyDataLake	68	START	1600456205286	1600456205286
REQUEST	52		request_1	1600456204434	1600456205309	OK	 
USER	AdvDevStudyDataLake	52	END	1600456204433	1600456205310
USER	AdvDevStudyDataLake	69	START	1600456205336	1600456205336
USER	AdvDevStudyDataLake	70	START	1600456205383	1600456205383
REQUEST	54		request_1	1600456204545	1600456205411	OK	 
USER	AdvDevStudyDataLake	54	END	1600456204544	1600456205412
USER	AdvDevStudyDataLake	71	START	1600456205434	1600456205434
REQUEST	55		request_1	1600456204595	1600456205446	OK	 
USER	AdvDevStudyDataLake	55	END	1600456204594	1600456205446
USER	AdvDevStudyDataLake	72	START	1600456205495	1600456205495
USER	AdvDevStudyDataLake	73	START	1600456205544	1600456205544
REQUEST	57		request_1	1600456204707	1600456205548	OK	 
USER	AdvDevStudyDataLake	57	END	1600456204706	1600456205549
REQUEST	58		request_1	1600456204756	1600456205588	OK	 
USER	AdvDevStudyDataLake	58	END	1600456204755	1600456205589
USER	AdvDevStudyDataLake	74	START	1600456205596	1600456205596
USER	AdvDevStudyDataLake	75	START	1600456205644	1600456205644
REQUEST	60		request_1	1600456204854	1600456205688	OK	 
USER	AdvDevStudyDataLake	60	END	1600456204853	1600456205689
USER	AdvDevStudyDataLake	76	START	1600456205704	1600456205704
REQUEST	61		request_1	1600456204914	1600456205732	OK	 
USER	AdvDevStudyDataLake	61	END	1600456204914	1600456205732
USER	AdvDevStudyDataLake	77	START	1600456205755	1600456205755
REQUEST	62		request_1	1600456204966	1600456205781	OK	 
USER	AdvDevStudyDataLake	62	END	1600456204965	1600456205782
USER	AdvDevStudyDataLake	78	START	1600456205803	1600456205803
USER	AdvDevStudyDataLake	79	START	1600456205855	1600456205855
REQUEST	63		request_1	1600456205014	1600456205911	OK	 
USER	AdvDevStudyDataLake	63	END	1600456205013	1600456205912
USER	AdvDevStudyDataLake	80	START	1600456205913	1600456205913
REQUEST	65		request_1	1600456205125	1600456205962	OK	 
USER	AdvDevStudyDataLake	65	END	1600456205124	1600456205965
USER	AdvDevStudyDataLake	81	START	1600456205964	1600456205964
USER	AdvDevStudyDataLake	82	START	1600456206014	1600456206014
REQUEST	66		request_1	1600456205175	1600456206027	OK	 
USER	AdvDevStudyDataLake	66	END	1600456205174	1600456206028
USER	AdvDevStudyDataLake	83	START	1600456206065	1600456206065
REQUEST	68		request_1	1600456205287	1600456206094	OK	 
USER	AdvDevStudyDataLake	68	END	1600456205286	1600456206096
USER	AdvDevStudyDataLake	84	START	1600456206127	1600456206127
REQUEST	69		request_1	1600456205337	1600456206162	OK	 
USER	AdvDevStudyDataLake	69	END	1600456205336	1600456206163
USER	AdvDevStudyDataLake	85	START	1600456206173	1600456206173
USER	AdvDevStudyDataLake	86	START	1600456206225	1600456206225
USER	AdvDevStudyDataLake	87	START	1600456206285	1600456206285
REQUEST	70		request_1	1600456205384	1600456206294	OK	 
USER	AdvDevStudyDataLake	70	END	1600456205383	1600456206295
USER	AdvDevStudyDataLake	88	START	1600456206334	1600456206334
REQUEST	72		request_1	1600456205496	1600456206372	OK	 
USER	AdvDevStudyDataLake	72	END	1600456205495	1600456206373
USER	AdvDevStudyDataLake	89	START	1600456206375	1600456206375
USER	AdvDevStudyDataLake	90	START	1600456206426	1600456206426
REQUEST	73		request_1	1600456205545	1600456206438	OK	 
USER	AdvDevStudyDataLake	73	END	1600456205544	1600456206439
REQUEST	74		request_1	1600456205597	1600456206467	OK	 
USER	AdvDevStudyDataLake	74	END	1600456205596	1600456206468
USER	AdvDevStudyDataLake	91	START	1600456206474	1600456206474
USER	AdvDevStudyDataLake	92	START	1600456206523	1600456206523
REQUEST	76		request_1	1600456205704	1600456206556	OK	 
USER	AdvDevStudyDataLake	76	END	1600456205704	1600456206557
USER	AdvDevStudyDataLake	93	START	1600456206573	1600456206573
REQUEST	77		request_1	1600456205756	1600456206611	OK	 
USER	AdvDevStudyDataLake	77	END	1600456205755	1600456206612
USER	AdvDevStudyDataLake	94	START	1600456206615	1600456206615
REQUEST	4		request_1	1600456201537	1600456206642	OK	 
USER	AdvDevStudyDataLake	4	END	1600456201536	1600456206645
USER	AdvDevStudyDataLake	95	START	1600456206665	1600456206665
USER	AdvDevStudyDataLake	96	START	1600456206715	1600456206715
REQUEST	3		request_1	1600456201465	1600456206741	OK	 
USER	AdvDevStudyDataLake	3	END	1600456201464	1600456206742
USER	AdvDevStudyDataLake	97	START	1600456206766	1600456206766
REQUEST	81		request_1	1600456205965	1600456206803	OK	 
USER	AdvDevStudyDataLake	81	END	1600456205964	1600456206804
USER	AdvDevStudyDataLake	98	START	1600456206805	1600456206805
REQUEST	82		request_1	1600456206014	1600456206844	OK	 
USER	AdvDevStudyDataLake	82	END	1600456206014	1600456206846
USER	AdvDevStudyDataLake	99	START	1600456206853	1600456206853
REQUEST	2		request_1	1600456201397	1600456206860	OK	 
USER	AdvDevStudyDataLake	2	END	1600456201396	1600456206861
REQUEST	83		request_1	1600456206066	1600456206862	OK	 
USER	AdvDevStudyDataLake	83	END	1600456206065	1600456206863
REQUEST	78		request_1	1600456205804	1600456206866	OK	 
USER	AdvDevStudyDataLake	78	END	1600456205803	1600456206867
REQUEST	80		request_1	1600456205914	1600456206898	OK	 
USER	AdvDevStudyDataLake	80	END	1600456205913	1600456206899
USER	AdvDevStudyDataLake	100	START	1600456206904	1600456206904
USER	AdvDevStudyDataLake	101	START	1600456206954	1600456206954
REQUEST	6		request_1	1600456201665	1600456206986	OK	 
USER	AdvDevStudyDataLake	6	END	1600456201664	1600456206987
USER	AdvDevStudyDataLake	102	START	1600456206994	1600456206994
REQUEST	84		request_1	1600456206128	1600456207006	OK	 
USER	AdvDevStudyDataLake	84	END	1600456206127	1600456207007
USER	AdvDevStudyDataLake	103	START	1600456207045	1600456207045
REQUEST	86		request_1	1600456206226	1600456207066	OK	 
USER	AdvDevStudyDataLake	86	END	1600456206225	1600456207067
USER	AdvDevStudyDataLake	104	START	1600456207095	1600456207095
REQUEST	87		request_1	1600456206286	1600456207107	OK	 
USER	AdvDevStudyDataLake	87	END	1600456206285	1600456207108
USER	AdvDevStudyDataLake	105	START	1600456207144	1600456207144
REQUEST	5		request_1	1600456201596	1600456207157	OK	 
USER	AdvDevStudyDataLake	5	END	1600456201595	1600456207158
REQUEST	88		request_1	1600456206335	1600456207170	OK	 
USER	AdvDevStudyDataLake	88	END	1600456206334	1600456207171
REQUEST	89		request_1	1600456206375	1600456207179	OK	 
USER	AdvDevStudyDataLake	89	END	1600456206375	1600456207181
USER	AdvDevStudyDataLake	106	START	1600456207183	1600456207183
REQUEST	7		request_1	1600456201734	1600456207190	OK	 
USER	AdvDevStudyDataLake	7	END	1600456201734	1600456207191
USER	AdvDevStudyDataLake	107	START	1600456207234	1600456207234
REQUEST	90		request_1	1600456206427	1600456207255	OK	 
USER	AdvDevStudyDataLake	90	END	1600456206426	1600456207256
REQUEST	85		request_1	1600456206174	1600456207269	OK	 
USER	AdvDevStudyDataLake	85	END	1600456206173	1600456207269
USER	AdvDevStudyDataLake	108	START	1600456207285	1600456207285
REQUEST	10		request_1	1600456201934	1600456207300	OK	 
USER	AdvDevStudyDataLake	10	END	1600456201934	1600456207301
REQUEST	91		request_1	1600456206475	1600456207316	OK	 
USER	AdvDevStudyDataLake	91	END	1600456206474	1600456207319
USER	AdvDevStudyDataLake	109	START	1600456207334	1600456207334
REQUEST	92		request_1	1600456206524	1600456207366	OK	 
USER	AdvDevStudyDataLake	92	END	1600456206523	1600456207367
USER	AdvDevStudyDataLake	110	START	1600456207376	1600456207376
REQUEST	93		request_1	1600456206574	1600456207381	OK	 
USER	AdvDevStudyDataLake	93	END	1600456206573	1600456207382
REQUEST	13		request_1	1600456202145	1600456207423	OK	 
USER	AdvDevStudyDataLake	13	END	1600456202144	1600456207424
USER	AdvDevStudyDataLake	111	START	1600456207424	1600456207424
USER	AdvDevStudyDataLake	112	START	1600456207465	1600456207465
REQUEST	94		request_1	1600456206616	1600456207479	OK	 
USER	AdvDevStudyDataLake	94	END	1600456206615	1600456207480
REQUEST	95		request_1	1600456206666	1600456207485	OK	 
USER	AdvDevStudyDataLake	95	END	1600456206665	1600456207486
USER	AdvDevStudyDataLake	113	START	1600456207515	1600456207515
REQUEST	96		request_1	1600456206717	1600456207549	OK	 
USER	AdvDevStudyDataLake	96	END	1600456206715	1600456207550
USER	AdvDevStudyDataLake	114	START	1600456207553	1600456207553
REQUEST	97		request_1	1600456206766	1600456207598	OK	 
USER	AdvDevStudyDataLake	97	END	1600456206766	1600456207599
USER	AdvDevStudyDataLake	115	START	1600456207604	1600456207604
USER	AdvDevStudyDataLake	116	START	1600456207645	1600456207645
REQUEST	98		request_1	1600456206805	1600456207661	OK	 
REQUEST	99		request_1	1600456206854	1600456207662	OK	 
USER	AdvDevStudyDataLake	98	END	1600456206805	1600456207663
USER	AdvDevStudyDataLake	99	END	1600456206853	1600456207663
USER	AdvDevStudyDataLake	117	START	1600456207694	1600456207694
REQUEST	20		request_1	1600456202583	1600456207715	OK	 
USER	AdvDevStudyDataLake	20	END	1600456202580	1600456207715
USER	AdvDevStudyDataLake	118	START	1600456207734	1600456207734
REQUEST	102		request_1	1600456206995	1600456207784	OK	 
REQUEST	101		request_1	1600456206955	1600456207784	OK	 
USER	AdvDevStudyDataLake	119	START	1600456207784	1600456207784
USER	AdvDevStudyDataLake	102	END	1600456206994	1600456207786
USER	AdvDevStudyDataLake	101	END	1600456206954	1600456207786
REQUEST	100		request_1	1600456206905	1600456207798	OK	 
USER	AdvDevStudyDataLake	100	END	1600456206904	1600456207799
USER	AdvDevStudyDataLake	120	START	1600456207834	1600456207834
USER	AdvDevStudyDataLake	121	START	1600456207875	1600456207875
REQUEST	19		request_1	1600456202516	1600456207920	OK	 
USER	AdvDevStudyDataLake	19	END	1600456202515	1600456207921
USER	AdvDevStudyDataLake	122	START	1600456207924	1600456207924
REQUEST	104		request_1	1600456207096	1600456207959	OK	 
USER	AdvDevStudyDataLake	104	END	1600456207095	1600456207961
USER	AdvDevStudyDataLake	123	START	1600456207964	1600456207964
REQUEST	105		request_1	1600456207145	1600456207967	OK	 
REQUEST	103		request_1	1600456207046	1600456207967	OK	 
USER	AdvDevStudyDataLake	103	END	1600456207045	1600456207968
USER	AdvDevStudyDataLake	105	END	1600456207144	1600456207968
REQUEST	106		request_1	1600456207184	1600456207978	OK	 
USER	AdvDevStudyDataLake	106	END	1600456207183	1600456207979
USER	AdvDevStudyDataLake	124	START	1600456208015	1600456208015
REQUEST	107		request_1	1600456207235	1600456208048	OK	 
USER	AdvDevStudyDataLake	107	END	1600456207234	1600456208049
USER	AdvDevStudyDataLake	125	START	1600456208054	1600456208054
USER	AdvDevStudyDataLake	126	START	1600456208105	1600456208105
REQUEST	109		request_1	1600456207334	1600456208144	OK	 
REQUEST	108		request_1	1600456207286	1600456208144	OK	 
USER	AdvDevStudyDataLake	108	END	1600456207285	1600456208145
USER	AdvDevStudyDataLake	109	END	1600456207334	1600456208145
USER	AdvDevStudyDataLake	127	START	1600456208146	1600456208146
REQUEST	110		request_1	1600456207378	1600456208168	OK	 
USER	AdvDevStudyDataLake	110	END	1600456207376	1600456208169
USER	AdvDevStudyDataLake	128	START	1600456208194	1600456208194
REQUEST	21		request_1	1600456202634	1600456208221	OK	 
USER	AdvDevStudyDataLake	21	END	1600456202633	1600456208222
USER	AdvDevStudyDataLake	129	START	1600456208235	1600456208235
REQUEST	111		request_1	1600456207425	1600456208266	OK	 
USER	AdvDevStudyDataLake	111	END	1600456207424	1600456208267
USER	AdvDevStudyDataLake	130	START	1600456208284	1600456208284
REQUEST	112		request_1	1600456207466	1600456208306	OK	 
USER	AdvDevStudyDataLake	112	END	1600456207465	1600456208307
REQUEST	113		request_1	1600456207516	1600456208326	OK	 
USER	AdvDevStudyDataLake	113	END	1600456207515	1600456208328
USER	AdvDevStudyDataLake	131	START	1600456208337	1600456208337
REQUEST	114		request_1	1600456207554	1600456208353	OK	 
USER	AdvDevStudyDataLake	114	END	1600456207553	1600456208354
USER	AdvDevStudyDataLake	132	START	1600456208384	1600456208384
USER	AdvDevStudyDataLake	133	START	1600456208424	1600456208424
REQUEST	115		request_1	1600456207605	1600456208452	OK	 
USER	AdvDevStudyDataLake	115	END	1600456207604	1600456208452
USER	AdvDevStudyDataLake	134	START	1600456208464	1600456208464
REQUEST	117		request_1	1600456207695	1600456208500	OK	 
USER	AdvDevStudyDataLake	117	END	1600456207694	1600456208500
REQUEST	116		request_1	1600456207645	1600456208508	OK	 
USER	AdvDevStudyDataLake	116	END	1600456207645	1600456208510
USER	AdvDevStudyDataLake	135	START	1600456208514	1600456208514
REQUEST	32		request_1	1600456203286	1600456208536	OK	 
USER	AdvDevStudyDataLake	32	END	1600456203284	1600456208537
REQUEST	118		request_1	1600456207735	1600456208554	OK	 
USER	AdvDevStudyDataLake	118	END	1600456207734	1600456208555
USER	AdvDevStudyDataLake	136	START	1600456208555	1600456208555
REQUEST	27		request_1	1600456202985	1600456208595	OK	 
USER	AdvDevStudyDataLake	27	END	1600456202984	1600456208596
USER	AdvDevStudyDataLake	137	START	1600456208604	1600456208604
REQUEST	23		request_1	1600456202756	1600456208617	OK	 
USER	AdvDevStudyDataLake	23	END	1600456202755	1600456208618
USER	AdvDevStudyDataLake	138	START	1600456208645	1600456208645
REQUEST	120		request_1	1600456207834	1600456208690	OK	 
REQUEST	121		request_1	1600456207876	1600456208690	OK	 
USER	AdvDevStudyDataLake	121	END	1600456207875	1600456208691
USER	AdvDevStudyDataLake	120	END	1600456207834	1600456208691
USER	AdvDevStudyDataLake	139	START	1600456208694	1600456208694
USER	AdvDevStudyDataLake	140	START	1600456208734	1600456208734
REQUEST	25		request_1	1600456202883	1600456208737	OK	 
USER	AdvDevStudyDataLake	25	END	1600456202882	1600456208737
REQUEST	122		request_1	1600456207925	1600456208750	OK	 
REQUEST	119		request_1	1600456207785	1600456208750	OK	 
USER	AdvDevStudyDataLake	119	END	1600456207784	1600456208751
USER	AdvDevStudyDataLake	122	END	1600456207924	1600456208751
REQUEST	29		request_1	1600456203112	1600456208757	OK	 
USER	AdvDevStudyDataLake	29	END	1600456203111	1600456208757
REQUEST	123		request_1	1600456207964	1600456208771	OK	 
USER	AdvDevStudyDataLake	123	END	1600456207964	1600456208772
USER	AdvDevStudyDataLake	141	START	1600456208783	1600456208783
REQUEST	124		request_1	1600456208016	1600456208817	OK	 
USER	AdvDevStudyDataLake	124	END	1600456208015	1600456208820
USER	AdvDevStudyDataLake	142	START	1600456208833	1600456208833
USER	AdvDevStudyDataLake	143	START	1600456208875	1600456208875
REQUEST	125		request_1	1600456208055	1600456208922	OK	 
USER	AdvDevStudyDataLake	144	START	1600456208925	1600456208925
USER	AdvDevStudyDataLake	125	END	1600456208054	1600456208925
REQUEST	126		request_1	1600456208105	1600456208964	OK	 
USER	AdvDevStudyDataLake	126	END	1600456208105	1600456208965
REQUEST	41		request_1	1600456203807	1600456208967	OK	 
USER	AdvDevStudyDataLake	145	START	1600456208966	1600456208966
USER	AdvDevStudyDataLake	41	END	1600456203806	1600456208967
REQUEST	127		request_1	1600456208147	1600456208978	OK	 
USER	AdvDevStudyDataLake	127	END	1600456208146	1600456208980
REQUEST	37		request_1	1600456203566	1600456209009	OK	 
REQUEST	28		request_1	1600456203045	1600456209009	OK	 
USER	AdvDevStudyDataLake	37	END	1600456203566	1600456209011
REQUEST	128		request_1	1600456208196	1600456209011	OK	 
USER	AdvDevStudyDataLake	28	END	1600456203044	1600456209012
USER	AdvDevStudyDataLake	128	END	1600456208194	1600456209012
USER	AdvDevStudyDataLake	146	START	1600456209016	1600456209016
REQUEST	31		request_1	1600456203228	1600456209036	OK	 
USER	AdvDevStudyDataLake	31	END	1600456203227	1600456209036
USER	AdvDevStudyDataLake	147	START	1600456209056	1600456209056
REQUEST	130		request_1	1600456208284	1600456209079	OK	 
USER	AdvDevStudyDataLake	130	END	1600456208284	1600456209081
REQUEST	36		request_1	1600456203506	1600456209093	OK	 
USER	AdvDevStudyDataLake	36	END	1600456203505	1600456209095
REQUEST	129		request_1	1600456208237	1600456209097	OK	 
USER	AdvDevStudyDataLake	129	END	1600456208235	1600456209098
USER	AdvDevStudyDataLake	148	START	1600456209104	1600456209104
USER	AdvDevStudyDataLake	149	START	1600456209144	1600456209144
USER	AdvDevStudyDataLake	150	START	1600456209195	1600456209195
REQUEST	131		request_1	1600456208337	1600456209197	OK	 
REQUEST	132		request_1	1600456208385	1600456209197	OK	 
USER	AdvDevStudyDataLake	131	END	1600456208337	1600456209198
USER	AdvDevStudyDataLake	132	END	1600456208384	1600456209198
REQUEST	35		request_1	1600456203467	1600456209199	OK	 
USER	AdvDevStudyDataLake	35	END	1600456203466	1600456209200
REQUEST	42		request_1	1600456203865	1600456209228	OK	 
USER	AdvDevStudyDataLake	42	END	1600456203864	1600456209230
USER	AdvDevStudyDataLake	151	START	1600456209234	1600456209234
REQUEST	133		request_1	1600456208425	1600456209236	OK	 
USER	AdvDevStudyDataLake	133	END	1600456208424	1600456209236
REQUEST	134		request_1	1600456208465	1600456209269	OK	 
USER	AdvDevStudyDataLake	134	END	1600456208464	1600456209270
USER	AdvDevStudyDataLake	152	START	1600456209283	1600456209283
REQUEST	33		request_1	1600456203346	1600456209293	OK	 
USER	AdvDevStudyDataLake	33	END	1600456203344	1600456209295
REQUEST	45		request_1	1600456204034	1600456209313	OK	 
USER	AdvDevStudyDataLake	45	END	1600456204033	1600456209314
USER	AdvDevStudyDataLake	153	START	1600456209334	1600456209334
REQUEST	135		request_1	1600456208515	1600456209350	OK	 
USER	AdvDevStudyDataLake	135	END	1600456208514	1600456209351
USER	AdvDevStudyDataLake	154	START	1600456209374	1600456209374
REQUEST	43		request_1	1600456203924	1600456209379	OK	 
USER	AdvDevStudyDataLake	43	END	1600456203923	1600456209380
REQUEST	136		request_1	1600456208556	1600456209386	OK	 
USER	AdvDevStudyDataLake	136	END	1600456208555	1600456209387
USER	AdvDevStudyDataLake	155	START	1600456209416	1600456209416
USER	AdvDevStudyDataLake	156	START	1600456209454	1600456209454
REQUEST	138		request_1	1600456208645	1600456209463	OK	 
USER	AdvDevStudyDataLake	138	END	1600456208645	1600456209463
REQUEST	137		request_1	1600456208604	1600456209468	OK	 
USER	AdvDevStudyDataLake	137	END	1600456208604	1600456209469
USER	AdvDevStudyDataLake	157	START	1600456209495	1600456209495
REQUEST	34		request_1	1600456203398	1600456209504	OK	 
USER	AdvDevStudyDataLake	34	END	1600456203397	1600456209505
USER	AdvDevStudyDataLake	158	START	1600456209544	1600456209544
REQUEST	139		request_1	1600456208695	1600456209548	OK	 
USER	AdvDevStudyDataLake	139	END	1600456208694	1600456209549
REQUEST	141		request_1	1600456208784	1600456209579	OK	 
USER	AdvDevStudyDataLake	141	END	1600456208783	1600456209580
USER	AdvDevStudyDataLake	159	START	1600456209586	1600456209586
REQUEST	140		request_1	1600456208734	1600456209605	OK	 
USER	AdvDevStudyDataLake	140	END	1600456208734	1600456209605
USER	AdvDevStudyDataLake	160	START	1600456209624	1600456209624
REQUEST	51		request_1	1600456204384	1600456209646	OK	 
USER	AdvDevStudyDataLake	51	END	1600456204384	1600456209647
USER	AdvDevStudyDataLake	161	START	1600456209665	1600456209665
REQUEST	39		request_1	1600456203685	1600456209667	OK	 
USER	AdvDevStudyDataLake	39	END	1600456203684	1600456209667
USER	AdvDevStudyDataLake	162	START	1600456209704	1600456209704
REQUEST	142		request_1	1600456208834	1600456209712	OK	 
REQUEST	143		request_1	1600456208875	1600456209712	OK	 
USER	AdvDevStudyDataLake	143	END	1600456208875	1600456209713
USER	AdvDevStudyDataLake	142	END	1600456208833	1600456209713
REQUEST	53		request_1	1600456204496	1600456209745	OK	 
USER	AdvDevStudyDataLake	163	START	1600456209744	1600456209744
USER	AdvDevStudyDataLake	53	END	1600456204495	1600456209746
REQUEST	145		request_1	1600456208967	1600456209784	OK	 
USER	AdvDevStudyDataLake	145	END	1600456208966	1600456209784
REQUEST	144		request_1	1600456208926	1600456209788	OK	 
USER	AdvDevStudyDataLake	144	END	1600456208925	1600456209789
USER	AdvDevStudyDataLake	164	START	1600456209794	1600456209794
REQUEST	146		request_1	1600456209017	1600456209828	OK	 
USER	AdvDevStudyDataLake	146	END	1600456209016	1600456209831
USER	AdvDevStudyDataLake	165	START	1600456209834	1600456209834
USER	AdvDevStudyDataLake	166	START	1600456209874	1600456209874
REQUEST	147		request_1	1600456209061	1600456209912	OK	 
USER	AdvDevStudyDataLake	147	END	1600456209056	1600456209913
USER	AdvDevStudyDataLake	167	START	1600456209914	1600456209914
